,A ID,B ID,Race Margin,Win % Margin,Skill Margin,Game Margin,AvgPPM Margin,Win Margin,Gender Matchup,State
0,10021704,10015795,0.0,5.769230769230774,-3,-64,-0.019999999999999574,-3.0,0,0
1,10021704,10015795,-1.0,5.769230769230774,-3,-64,-0.019999999999999574,2.0,0,0
2,10020621,10015795,0.0,-1.3888888888888928,6,-69,-0.7300000000000004,4.0,1,0
3,10020621,10015795,0.0,-1.3888888888888928,6,-69,-0.7300000000000004,-1.0,1,0
4,10020616,10015795,0.0,2.040816326530617,1,51,-0.41999999999999993,-2.0,0,0
5,10024120,10015795,1.0,1.3888888888888928,20,-40,-0.16999999999999993,2.0,1,0
6,10043992,10015795,-2.0,-12.06896551724138,-28,-84,-2.4299999999999997,-2.0,0,0
7,10021704,10022497,0.0,2.5434243176178697,2,-19,-0.09999999999999964,-2.0,-1,0
8,10020616,10022497,0.0,-1.1849901250822867,6,96,-0.5,-2.0,-1,0
9,10015862,10022497,1.0,-1.501668520578427,16,42,-0.7199999999999989,1.0,0,0
10,10015766,10022497,0.0,-4.141557367363845,23,79,-0.629999999999999,-1.0,-1,0
11,10045577,10022497,0.0,3.024193548387096,8,-58,-0.16000000000000014,2.0,0,0
12,10021704,10020616,-1.0,3.7284144427001564,-4,-115,0.40000000000000036,-1.0,0,0
13,10024120,10020616,2.0,-0.6519274376417243,19,-91,0.25,-1.0,1,0
14,10035110,10020616,-2.0,-2.966742252456541,-29,-113,-0.7199999999999989,2.0,0,0
15,10021023,10020616,2.0,6.731113498030787,22,-103,1.040000000000001,2.0,1,0
16,10041008,10020616,-2.0,-25.953859804791488,-35,-119,-3.63,-1.0,1,0
17,10042082,10020616,-1.0,-18.70748299319729,-19,-151,-2.54,-2.0,1,0
18,10028937,10020616,2.0,4.75918367346938,26,-96,0.8100000000000005,-3.0,1,0
19,10023706,10020616,0.0,3.5883227463170613,21,-66,0.9600000000000009,3.0,1,0
20,10045424,10020612,0.0,-10.667903525046377,-31,-45,-0.8900000000000006,-3.0,0,0
21,10040332,10020612,0.0,-6.572899430042291,-4,13,-0.7100000000000009,2.0,0,0
22,10015765,10020612,5.0,-8.065911877118332,29,123,-1.0600000000000005,-5.0,0,0
23,10021023,10020612,1.0,2.649480844969574,4,11,0.6600000000000001,-3.0,0,0
24,10042082,10020612,-1.0,-22.7891156462585,-37,-37,-2.920000000000001,-2.0,0,0
25,10020617,10036194,5.0,-9.259259259259252,48,-15,0.1399999999999988,1.0,0,0
26,10015862,10036194,-1.0,-7.5351213282247755,-12,73,-0.5800000000000001,-3.0,0,0
27,10015862,10036194,-1.0,-7.5351213282247755,-12,73,-0.5800000000000001,2.0,0,0
28,10028310,10036194,2.0,-6.067769897557113,22,7,-0.07000000000000028,-3.0,0,0
29,10020623,10036194,-2.0,-4.713804713804713,-28,6,0.2599999999999998,-1.0,-1,0
30,10028301,10036194,1.0,-7.037037037037031,13,18,-0.3600000000000012,-2.0,0,0
31,10028301,10036194,1.0,-7.037037037037031,13,18,-0.3600000000000012,3.0,0,0
32,10020612,10036194,-1.0,-3.136810279667422,-4,13,0.019999999999999574,3.0,0,0
33,10020617,10035268,2.0,-0.8064516129032242,13,-49,0.7699999999999996,2.0,0,0
34,10036875,10035268,-3.0,18.311195445920298,-28,-38,1.8399999999999999,3.0,0,0
35,10015753,10035268,-3.0,-1.0326959567946261,-30,40,0.40000000000000036,-2.0,0,0
36,10015770,10035268,2.0,8.348477964561567,10,-40,1.25,-3.0,0,0
37,10016775,10035268,-3.0,-5.351906158357771,-37,26,-0.39000000000000057,-1.0,0,0
38,10020415,10035268,-2.0,6.584852734922869,-17,-15,0.3800000000000008,2.0,0,0
39,10020415,10035268,-2.0,6.584852734922869,-17,-15,0.3800000000000008,-4.0,0,0
40,10021703,10038878,0.0,-6.817222456732793,-7,-9,-1.120000000000001,3.0,0,0
41,10021703,10038878,-1.0,-6.817222456732793,-7,-9,-1.120000000000001,-4.0,0,0
42,10015766,10038878,-2.0,-12.080799459440257,-11,95,-1.1899999999999995,-3.0,-1,0
43,10021023,10038878,0.0,-2.393118719127912,-6,9,-0.019999999999999574,-3.0,0,0
44,10043992,10038878,-4.0,-23.234014060930697,-57,-23,-3.0700000000000003,-2.0,-1,0
45,10021703,10036875,-1.0,-14.769820971866999,-8,10,-1.6300000000000008,2.0,0,0
46,10021703,10036875,0.0,-14.769820971866999,-8,10,-1.6300000000000008,-3.0,0,0
47,10024115,10036875,1.0,-13.999536822603048,3,31,-1.0500000000000007,-1.0,-1,0
48,10038878,10036875,0.0,-7.952598515134206,-1,19,-0.5099999999999998,3.0,0,0
49,10035268,10036875,3.0,-18.311195445920298,28,38,-1.8399999999999999,-2.0,0,0
50,10021703,10016775,0.0,8.89328063241107,1,-54,0.5999999999999996,2.0,0,0
51,10020621,10016775,-1.0,3.156565656565654,-15,-53,0.34999999999999964,-2.0,0,0
52,10028939,10016775,-1.0,6.6287878787878896,3,-16,0.5600000000000005,4.0,-1,0
53,10028301,10016775,1.0,6.767676767676768,15,-42,0.6600000000000001,3.0,0,0
54,10020621,10024555,-2.0,-2.2817460317460316,-22,-29,-0.16000000000000014,-1.0,0,0
55,10024115,10024555,0.0,4.225253093363335,5,-9,0.6699999999999999,3.0,-1,0
56,10043769,10024555,-3.0,21.32936507936506,-22,-65,3.2700000000000014,-2.0,0,0
57,10020621,10024120,-2.0,-2.7777777777777857,-14,-29,-0.5600000000000005,4.0,0,0
58,10042790,10024120,-2.0,-9.722222222222221,-15,-57,-2.1599999999999993,1.0,0,0
59,10015795,10024120,-2.0,-1.3888888888888928,-20,40,0.16999999999999993,3.0,-1,0
60,10035110,10024120,-4.0,-2.3148148148148167,-48,-22,-0.9699999999999989,1.0,-1,0
61,10020621,10041008,4.0,22.524154589371978,40,-1,3.3199999999999994,1.0,0,0
62,10020616,10041008,2.0,25.953859804791488,35,119,3.63,2.0,-1,0
63,10015753,10041008,4.0,23.68679913436947,62,66,3.7600000000000007,2.0,0,0
64,10021023,10041008,4.0,32.68497330282227,57,16,4.670000000000001,2.0,0,0
65,10015788,10041008,2.0,27.02507667328162,38,71,3.9300000000000006,2.0,0,0
66,10016775,10041008,4.0,19.367588932806324,55,52,2.9699999999999998,1.0,0,0
67,10036194,10041008,4.0,33.17230273752013,57,-8,3.990000000000001,2.0,0,0
68,10028313,10041008,1.0,22.750252780586454,31,54,3.0599999999999996,-2.0,0,0
69,10028313,10041008,1.0,22.750252780586454,31,54,3.0599999999999996,1.0,0,0
70,10029511,10041008,0.0,23.05097451274362,25,17,3.4699999999999998,2.0,-1,0
71,10043732,10041008,0.0,-4.658385093167702,17,-34,-0.9699999999999998,-2.0,0,0
72,10025831,10041008,4.0,30.49199084668192,80,49,4.240000000000001,2.0,0,0
73,10025830,10041008,0.0,15.217391304347824,4,16,2.5100000000000007,1.0,-1,0
74,10043733,10041008,2.0,34.62732919254658,61,-24,5.490000000000001,3.0,0,0
75,10043733,10041008,3.0,34.62732919254658,61,-24,5.490000000000001,2.0,0,0
76,10039980,10041008,0.0,34.5687811831789,30,-11,5.569999999999999,2.0,-1,0
77,10035162,10041008,0.0,15.089514066496161,25,-33,3.6399999999999997,1.0,0,0
78,10020621,10042547,-1.0,-4.960317460317462,-11,31,-1.58,-1.0,0,0
79,10015862,10042547,-1.0,-1.8472906403940925,-6,97,-1.4899999999999984,1.0,0,0
80,10042790,10042547,-1.0,-11.904761904761898,-12,3,-3.179999999999999,-2.0,0,0
81,10041008,10042547,-4.0,-27.48447204968944,-51,32,-4.8999999999999995,-2.0,0,0
82,10040937,10042547,4.0,5.612244897959194,48,43,-0.15999999999999837,2.0,0,0
83,10041378,10042547,-1.0,10.317460317460323,5,4,0.6300000000000008,3.0,0,0
84,10020621,10015862,0.0,-3.1130268199233697,-5,-66,-0.09000000000000163,3.0,0,0
85,10040332,10015862,0.0,-2.174588381484938,4,-47,-0.11000000000000121,-2.0,0,0
86,10020612,10015862,0.0,4.398311048557353,8,-60,0.5999999999999996,-1.0,0,0
87,10018156,10015862,1.0,1.4947461891371958,18,29,0.35999999999999943,3.0,0,0
88,10022493,10015862,0.0,0.2443660059733901,6,-31,0.22999999999999865,-2.0,0,0
89,10041328,10015862,1.0,12.561576354679815,8,-98,2.09,-3.0,0,0
90,10034920,10015862,-1.0,5.418719211822662,-19,-96,0.8300000000000001,-1.0,-1,0
91,10041347,10015862,1.0,7.099391480730233,7,-96,0.6199999999999992,-2.0,0,0
92,10041780,10015862,-1.0,-10.81504702194357,-15,-91,-1.1100000000000012,3.0,0,0
93,10020616,10029216,0.0,-3.655386205114958,0,115,-0.5199999999999996,-1.0,-1,0
94,10022497,10029216,0.0,-2.470396080032671,-6,19,-0.019999999999999574,-3.0,0,0
95,10035110,10029216,-1.0,-6.622128457571499,-29,2,-1.2399999999999984,-2.0,-1,0
96,10028301,10029216,3.0,-3.4739803094233537,35,6,-0.5199999999999996,1.0,0,0
97,10041330,10029216,0.0,10.970464135021082,25,-37,1.5500000000000007,3.0,0,0
98,10041329,10029216,1.0,7.940161104718058,18,-33,0.4900000000000002,-2.0,0,0
99,10028313,10029216,1.0,-6.858993229319992,-4,50,-1.0899999999999999,-1.0,0,0
100,10020616,10021704,1.0,-3.7284144427001564,4,115,-0.40000000000000036,-1.0,0,0
101,10022497,10021704,0.0,-2.5434243176178697,-2,19,0.09999999999999964,-1.0,1,0
102,10042547,10021704,2.0,-2.197802197802204,20,-36,0.8699999999999992,-2.0,1,0
103,10038878,10021704,2.0,5.395817774458543,32,3,0.6600000000000001,1.0,1,0
104,10047297,10021704,0.0,14.230769230769226,4,-47,1.4000000000000004,2.0,1,0
105,10020616,10018159,0.0,4.328398025877014,-13,-6,0.5299999999999994,-2.0,-1,0
106,10041105,10018159,0.0,9.863339275103975,23,-97,1.8699999999999992,3.0,0,0
107,10041333,10018159,0.0,0.9362303479950498,-15,-150,-0.20000000000000107,-3.0,0,0
108,10029219,10018159,1.0,8.954248366013054,15,-128,0.9100000000000001,1.0,0,0
109,10022493,10018159,1.0,4.256085636354264,3,-91,0.5399999999999991,1.0,0,0
110,10042139,10018159,0.0,-47.7124183006536,-19,-170,-6.74,-2.0,0,0
111,10020616,10028937,-2.0,-4.75918367346938,-26,96,-0.8100000000000005,-1.0,-1,0
112,10024531,10028937,0.0,-2.017391304347825,-1,-12,-0.5299999999999994,1.0,0,0
113,10040937,10028937,4.0,2.383673469387766,38,-12,0.3000000000000007,-4.0,0,0
114,10036688,10028937,0.0,-10.13333333333334,-6,-54,-1.6400000000000006,1.0,0,0
115,10020406,10028937,-3.0,-10.288372093023263,-50,-51,-1.75,-1.0,0,0
116,10020616,10026703,0.0,3.119953017178098,7,83,0.17999999999999972,3.0,-1,0
117,10029594,10026703,0.0,-5.284499672988886,7,-20,-0.1899999999999995,-1.0,0,0
118,10041103,10026703,0.0,-23.92086330935252,5,-82,-3.67,-1.0,0,0
119,10025898,10026703,-2.0,-4.120863309352522,-17,-3,-0.3200000000000003,4.0,-1,0
120,10020406,10026703,-1.0,-2.409235402375785,-17,-64,-0.7599999999999998,-1.0,0,0
121,10020616,10029594,0.0,8.404452690166984,0,103,0.3699999999999992,-1.0,-1,0
122,10024115,10029594,2.0,11.48174659985684,32,3,0.8899999999999988,1.0,-1,0
123,10041105,10029594,1.0,13.939393939393945,36,12,1.709999999999999,-2.0,0,0
124,10021685,10029594,2.0,15.594405594405579,31,23,1.4399999999999995,1.0,0,0
125,10041378,10029594,1.0,20.25252525252526,21,-44,2.2699999999999996,3.0,0,0
126,10026703,10029594,0.0,5.284499672988886,-7,20,0.1899999999999995,1.0,0,0
127,10042548,10029594,0.0,10.113636363636367,-1,-17,0.6899999999999995,-2.0,0,0
128,10020616,10041105,0.0,-5.534941249226961,-36,91,-1.3399999999999999,-3.0,-1,0
129,10020616,10026701,2.0,15.808932268559602,33,83,2.01,2.0,0,0
130,10025898,10026701,0.0,8.568115942028982,9,-3,1.5099999999999998,-2.0,0,0
131,10041104,10026701,0.0,-7.660455486542446,6,-77,-0.7199999999999998,-1.0,0,0
132,10039611,10026701,0.0,-21.417069243156202,-4,-69,-2.29,-2.0,0,0
133,10015862,10020621,0.0,3.1130268199233697,5,66,0.09000000000000163,2.0,0,0
134,10020415,10020621,2.0,8.780193236714986,35,12,0.4200000000000017,2.0,0,0
135,10035268,10020621,5.0,2.195340501792117,52,27,0.040000000000000924,-4.0,0,0
136,10015862,10021023,-1.0,-7.047791893526927,-12,49,-1.2599999999999998,-3.0,0,0
137,10015862,10040332,0.0,2.174588381484938,-4,47,0.11000000000000121,-2.0,0,0
138,10015795,10040332,0.0,0.45045045045046095,-15,50,0.75,-3.0,-1,0
139,10021023,10040332,0.0,9.222380275011865,8,-2,1.370000000000001,4.0,0,0
140,10020612,10040332,0.0,6.572899430042291,4,-13,0.7100000000000009,-1.0,0,0
141,10015862,10029222,1.0,3.684922244759967,22,44,0.370000000000001,3.0,0,0
142,10022493,10029222,1.0,3.9292882507333573,28,13,0.5999999999999996,1.0,0,0
143,10041328,10029222,2.0,16.246498599439782,30,-54,2.460000000000001,2.0,0,0
144,10041332,10029222,2.0,23.38935574229692,34,-55,3.7799999999999994,2.0,0,0
145,10041332,10029222,2.0,23.38935574229692,34,-55,3.7799999999999994,2.0,0,0
146,10015862,10038359,2.0,15.36050156739811,33,69,1.790000000000001,-3.0,0,0
147,10041333,10038359,1.0,12.285012285012286,21,-21,1.2799999999999994,2.0,0,0
148,10029222,10038359,1.0,11.675579322638143,11,25,1.42,1.0,0,0
149,10025074,10038359,4.0,14.447174447174454,33,71,2.42,1.0,0,0
150,10021565,10038359,2.0,10.563737938039608,20,63,1.5899999999999999,1.0,0,0
151,10041798,10038359,1.0,30.30303030303029,33,-38,2.74,1.0,0,0
152,10015862,10038404,0.0,10.057471264367805,3,90,0.3800000000000008,-2.0,0,0
153,10041330,10038404,1.0,24.999999999999986,18,-8,2.67,3.0,0,0
154,10038359,10038404,-2.0,-5.3030303030303045,-30,21,-1.4100000000000001,1.0,0,0
155,10041224,10038404,-1.0,49.242424242424235,26,-12,5.27,2.0,0,0
156,10041962,10038404,0.0,13.505747126436788,10,1,1.4800000000000004,1.0,0,0
157,10025873,10038404,0.0,6.967213114754102,-3,82,0.3699999999999992,-3.0,0,0
158,10043725,10038404,-1.0,8.333333333333329,-2,-21,-0.5,3.0,0,0
159,10015862,10041350,0.0,-8.275862068965523,-2,97,-2.0,3.0,0,0
160,10029219,10041350,2.0,-3.333333333333343,16,29,-1.4000000000000004,2.0,0,0
161,10029219,10041350,2.0,-3.333333333333343,16,29,-1.4000000000000004,-2.0,0,0
162,10038359,10041350,-1.0,-23.636363636363633,-35,28,-3.790000000000001,-2.0,0,0
163,10038361,10041350,-2.0,-18.82352941176471,-32,19,-3.5500000000000007,-2.0,0,0
164,10029222,10041350,-2.0,-11.96078431372549,-24,53,-2.370000000000001,-1.0,0,0
165,10038414,10041350,-2.0,-8.648648648648653,-35,4,-1.620000000000001,-1.0,-1,0
166,10041332,10041350,0.0,11.42857142857143,10,-2,1.4099999999999984,1.0,0,0
167,10034068,10041350,0.0,-9.650349650349646,0,80,-2.120000000000001,2.0,0,0
168,10021684,10041350,-1.0,-14.166666666666671,-23,36,-1.7600000000000016,-3.0,0,0
169,10015862,10041224,0.0,-39.18495297805643,-23,102,-4.889999999999999,-2.0,0,0
170,10041333,10041224,-1.0,-42.260442260442254,-35,12,-5.4,-1.0,0,0
171,10018160,10041224,1.0,-43.35208765176191,8,186,-4.85,-1.0,0,0
172,10025074,10041224,0.0,-40.098280098280085,-23,104,-4.26,-2.0,0,0
173,10036875,10015788,2.0,16.005613863802772,26,-83,1.2699999999999996,2.0,0,0
174,10015753,10015788,2.0,-3.338277538912152,24,-5,-0.16999999999999993,-2.0,0,0
175,10040332,10015788,1.0,-3.562483645471211,11,-53,-0.6300000000000008,3.0,0,0
176,10028939,10015788,2.0,-1.0286998616874072,20,-35,-0.40000000000000036,-5.0,-1,0
177,10035110,10015788,-2.0,-4.037959120946674,-32,-65,-1.0199999999999996,4.0,-1,0
178,10043992,10015788,-2.0,-15.18099871226213,-32,-87,-2.3100000000000005,-2.0,-1,0
179,10043992,10015788,-2.0,-15.18099871226213,-32,-87,-2.3100000000000005,4.0,-1,0
180,10036194,10015788,2.0,6.147226064238502,19,-79,0.0600000000000005,-2.0,0,0
181,10042082,10015788,-1.0,-19.77869986168742,-22,-103,-2.8400000000000007,-2.0,0,0
182,10035159,10015788,0.0,7.999077916090364,25,-52,0.7400000000000002,-2.0,0,0
183,10036875,10020415,-1.0,11.726342710997429,-11,-23,1.459999999999999,4.0,0,0
184,10028310,10020415,0.0,-4.199814986123954,4,-12,0.17999999999999972,-1.0,0,0
185,10015765,10020415,1.0,-9.334767245352595,7,117,-0.7900000000000009,3.0,0,0
186,10028301,10020415,0.0,-5.169082125603872,-5,-1,-0.11000000000000121,-1.0,0,0
187,10015770,10020415,4.0,1.7636252296386985,27,-25,0.8699999999999992,-2.0,0,0
188,10015788,10020415,-3.0,-4.279271152805343,-37,60,0.1899999999999995,-3.0,0,0
189,10015766,10035110,1.0,0.010175010174982901,46,96,0.5899999999999999,1.0,0,0
190,10020623,10035110,0.0,5.4713804713804635,23,-8,1.3399999999999999,1.0,0,0
191,10020623,10035110,0.0,5.4713804713804635,23,-8,1.3399999999999999,2.0,0,0
192,10042082,10035110,0.0,-15.740740740740748,10,-38,-1.8200000000000012,2.0,1,0
193,10029511,10035110,1.0,0.06385696040867117,19,11,0.5599999999999987,1.0,0,0
194,10035302,10035110,1.0,-5.5958132045088576,24,-28,-0.3500000000000014,-1.0,1,0
195,10024092,10035110,2.0,5.024286581663638,36,13,1.08,-3.0,1,0
196,10021706,10035110,0.0,0.6300679377602378,9,35,0.7999999999999989,-1.0,0,0
197,10015766,10043992,2.0,11.15321460149044,46,118,1.8800000000000008,-4.0,0,0
198,10020739,10043992,5.0,7.7211394302848575,54,42,1.4600000000000009,1.0,1,0
199,10022497,10043992,2.0,15.294771968854285,23,39,2.51,1.0,1,0
200,10015788,10043992,2.0,15.18099871226213,32,87,2.3100000000000005,1.0,1,0
201,10043728,10043992,0.0,-6.978653530377667,-7,15,-0.3099999999999996,2.0,1,0
202,10035159,10043992,2.0,23.180076628352495,57,35,3.0500000000000007,2.0,1,0
203,10039980,10043992,0.0,22.724703222159413,24,5,3.9499999999999993,1.0,0,0
204,10021706,10043992,0.0,11.773107529075695,9,57,2.09,-1.0,0,0
205,10042790,10028939,-1.0,-10.416666666666671,-19,-65,-1.8099999999999996,3.0,1,0
206,10024120,10028939,0.0,-0.69444444444445,-4,-8,0.34999999999999964,3.0,1,0
207,10035110,10028939,-3.0,-3.0092592592592666,-52,-30,-0.6199999999999992,1.0,0,0
208,10038878,10028939,0.0,9.081715210355974,5,-29,1.1600000000000001,3.0,1,0
209,10042790,10030510,-1.0,-12.878787878787868,-12,8,-3.5699999999999994,-1.0,0,0
210,10020739,10018150,1.0,-23.200285103349962,16,44,-2.58,3.0,0,0
211,10020739,10018166,-2.0,-11.664899257688226,-25,27,-1.5599999999999987,-1.0,0,0
212,10042547,10018166,-4.0,-3.7456445993031338,-34,-31,0.2599999999999998,8.0,0,0
213,10021685,10018166,-3.0,1.913696060037509,-19,40,0.0600000000000005,6.0,0,0
214,10020739,10029219,1.0,-11.01449275362318,-3,29,-0.9299999999999997,-4.0,0,0
215,10022493,10029219,-1.0,-4.69816272965879,-12,37,-0.370000000000001,-3.0,0,0
216,10041224,10029219,1.0,34.24242424242425,5,-34,4.289999999999999,2.0,0,0
217,10025074,10029219,1.0,-5.855855855855836,-18,70,0.02999999999999936,-4.0,0,0
218,10038360,10029219,-2.0,-1.1111111111110858,-40,-16,-0.05000000000000071,-2.0,0,0
219,10020792,10029219,0.0,-1.7647058823529278,-13,-13,-0.19000000000000128,3.0,0,0
220,10043997,10029219,-1.0,3.333333333333343,-17,-40,0.8200000000000003,-1.0,0,0
221,10020739,10020635,-1.0,-5.167498218104058,-4,-58,-0.5800000000000001,5.0,0,0
222,10040937,10020635,2.0,8.364001338240229,35,-73,1.08,3.0,0,0
223,10041325,10020635,-3.0,3.0264817150063266,-25,-121,0.11999999999999922,1.0,0,0
224,10041334,10020635,-3.0,15.846994535519123,-17,-126,0.6999999999999993,3.0,0,0
225,10020739,10041329,2.0,-17.984189723320156,7,55,-1.5599999999999987,-2.0,0,0
226,10041330,10041329,0.0,3.030303030303024,7,-4,1.0600000000000005,-3.0,0,0
227,10041224,10041329,0.0,27.272727272727273,15,-8,3.66,3.0,0,0
228,10041347,10041329,0.0,-4.812834224598923,-1,-2,-0.6099999999999994,-1.0,0,0
229,10041962,10041329,0.0,-8.463949843260174,-1,5,-0.129999999999999,-4.0,0,0
230,10021565,10041329,0.0,-16.708989334687658,-21,88,-1.4299999999999997,-4.0,0,0
231,10045155,10041329,-2.0,-0.4784688995215376,-4,-4,1.8900000000000006,1.0,0,0
232,10020739,10042238,1.0,-4.347826086956523,19,66,-0.33000000000000007,-1.0,0,0
233,10040937,10042238,4.0,9.183673469387763,58,51,1.33,4.0,0,0
234,10041962,10042238,0.0,5.172413793103459,11,16,1.0999999999999996,-4.0,0,0
235,10018149,10028310,-1.0,6.548770378557613,-18,-10,0.75,-2.0,0,0
236,10040332,10028310,-2.0,-3.6419398121526,-30,19,-0.620000000000001,-3.0,0,0
237,10015769,10028310,-2.0,3.058510638297861,-33,-3,0.10999999999999943,-1.0,0,0
238,10022497,10045423,-1.0,53.225806451612904,-8,70,7.1,2.0,0,0
239,10022497,10024115,-3.0,-1.89230378460757,-38,4,-0.019999999999999574,-2.0,1,0
240,10042547,10024115,-1.0,-1.5466816647919046,-16,-51,0.75,-2.0,1,0
241,10024555,10024115,0.0,-4.225253093363335,-5,9,-0.6699999999999999,-2.0,1,0
242,10032943,10024115,4.0,4.477849359739132,30,-12,0.9600000000000009,-7.0,1,0
243,10024531,10024115,0.0,-0.33550154056830195,-7,-8,-0.23999999999999844,2.0,1,0
244,10040937,10024115,3.0,4.065563233167289,32,-8,0.5900000000000016,2.0,1,0
245,10041378,10024115,-2.0,8.770778652668419,-11,-47,1.3800000000000008,3.0,1,0
246,10024120,10025074,0.0,0.5780780780780717,9,-39,-0.16000000000000014,4.0,0,0
247,10025872,10025074,-2.0,-7.3325499412456026,-2,-102,-1.2300000000000004,6.0,0,0
248,10018160,10025074,1.0,-3.2538075534818276,31,82,-0.5899999999999999,-2.0,0,0
249,10041223,10025074,0.0,14.189189189189179,14,-97,1.950000000000001,-2.0,0,0
250,10041328,10025074,-1.0,13.47490347490347,8,-100,1.4600000000000009,-1.0,0,0
251,10021724,10025074,0.0,9.416461916461905,15,-51,1.17,-5.0,0,0
252,10024120,10020623,2.0,-3.156565656565647,25,30,-0.370000000000001,1.0,1,0
253,10024120,10021703,0.0,-2.9589371980676304,-2,30,0.3100000000000005,1.0,0,0
254,10028939,10021703,0.0,-2.2644927536231805,2,38,-0.03999999999999915,-1.0,-1,0
255,10038878,10021703,0.0,6.817222456732793,7,9,1.120000000000001,4.0,0,0
256,10020415,10021703,1.0,3.04347826086957,19,13,0.1700000000000017,4.0,0,0
257,10015795,10042790,0.0,8.333333333333329,-5,97,2.329999999999999,3.0,-1,0
258,10042547,10042790,2.0,11.904761904761898,12,-3,3.179999999999999,-5.0,0,0
259,10020623,10042790,-1.0,12.878787878787868,-10,27,2.5300000000000002,2.0,-1,0
260,10021023,10042790,1.0,17.105263157894733,18,45,2.95,1.0,0,0
261,10024555,10042790,2.0,9.226190476190467,23,57,1.759999999999999,1.0,0,0
262,10015753,10042082,4.0,16.44042232277527,46,98,2.670000000000001,-6.0,0,0
263,10040332,10042082,1.0,16.21621621621621,33,50,2.21,3.0,0,0
264,10015753,10041104,3.0,21.20232708468003,54,107,2.8600000000000003,2.0,1,0
265,10036688,10041104,2.0,18.095238095238088,47,10,1.8999999999999995,1.0,1,0
266,10033319,10041104,0.0,10.822510822510822,-5,34,1.9899999999999993,2.0,1,0
267,10025898,10041104,0.0,16.228571428571428,3,74,2.2299999999999995,-1.0,0,0
268,10026701,10041104,0.0,7.660455486542446,-6,77,0.7199999999999998,-1.0,0,0
269,10040332,10045577,1.0,-6.700450450450461,12,53,-0.6699999999999999,-1.0,0,0
270,10041008,10045577,-2.0,-30.16304347826087,-37,35,-3.9699999999999998,-2.0,0,0
271,10028939,10015769,0.0,-4.166666666666657,12,40,-0.5,3.0,-1,0
272,10021023,10015769,0.0,2.521929824561404,11,20,0.6400000000000006,2.0,0,0
273,10015770,10015769,6.0,2.9049295774647916,56,-10,0.5800000000000001,2.0,0,0
274,10035110,10047297,-1.0,-20.925925925925924,-29,49,-2.5199999999999996,2.0,-1,0
275,10035110,10044049,-4.0,-0.9259259259259238,-62,34,-0.9399999999999995,-2.0,-1,0
276,10043992,10044049,-6.0,-12.06896551724138,-62,12,-2.2300000000000004,-1.0,-1,0
277,10015788,10044049,-4.0,3.11203319502075,-30,99,0.08000000000000007,3.0,0,0
278,10025873,10044049,-2.0,-1.3661202185792263,-29,85,-0.45000000000000107,-3.0,0,0
279,10016781,10044049,0.0,-1.4925373134328268,-16,71,-0.3200000000000003,-3.0,0,0
280,10016781,10044049,-1.0,-1.4925373134328268,-16,71,-0.3200000000000003,1.0,0,0
281,10015866,10044049,4.0,8.89328063241107,40,132,2.4299999999999997,-2.0,0,0
282,10035110,10029511,-1.0,-0.06385696040867117,-19,-11,-0.5599999999999987,-1.0,0,0
283,10035110,10029511,-2.0,-0.06385696040867117,-19,-11,-0.5599999999999987,3.0,0,0
284,10028313,10029511,0.0,-0.30072173215716447,6,37,-0.41000000000000014,3.0,1,0
285,10035110,10043728,0.0,18.121693121693124,7,7,1.6000000000000005,1.0,-1,0
286,10025873,10043728,2.0,17.68149882903982,40,58,2.089999999999999,-4.0,0,0
287,10016781,10043728,2.0,17.55508173418622,53,44,2.2199999999999998,2.0,0,0
288,10016781,10043728,3.0,17.55508173418622,53,44,2.2199999999999998,1.0,0,0
289,10035302,10043728,0.0,12.525879917184266,31,-21,1.2499999999999991,2.0,0,0
290,10024092,10043728,2.0,23.145979703356762,43,20,2.6800000000000006,-2.0,0,0
291,10039980,10043728,1.0,29.70335675253708,31,-10,4.259999999999999,-3.0,-1,0
292,10035110,10045189,-1.0,21.801346801346806,-6,43,3.790000000000001,3.0,-1,0
293,10025830,10045189,0.0,14.031620553359684,-8,53,3.3900000000000006,2.0,-1,0
294,10035110,10024092,-2.0,-5.024286581663638,-36,-13,-1.08,3.0,-1,0
295,10029511,10024092,-1.0,-4.960429621254967,-17,-2,-0.5200000000000014,4.0,-1,0
296,10043798,10024092,-1.0,-20.765027322404386,-14,-64,-1.290000000000001,-1.0,0,0
297,10043728,10024092,-2.0,-23.145979703356762,-43,-20,-2.6800000000000006,-3.0,0,0
298,10043733,10024092,2.0,6.615925058547994,19,-43,1.5,-2.0,0,0
299,10039980,10024092,-1.0,6.557377049180317,-12,-30,1.5799999999999983,2.0,-1,0
300,10015866,10024092,6.0,4.794919976673356,66,85,2.289999999999999,-6.0,0,0
301,10015765,10032943,-2.0,-11.539422493486107,-15,121,-2.16,-2.0,0,0
302,10024531,10032943,-4.0,-4.813350900307434,-37,4,-1.1999999999999993,1.0,0,0
303,10041105,10032943,-6.0,-2.020202020202028,-26,21,-0.14000000000000057,-2.0,0,0
304,10021334,10032943,-2.0,-2.65151515151517,-9,2,-0.6500000000000004,4.0,0,0
305,10017243,10032943,-6.0,-3.11927565813577,-46,48,-0.7300000000000004,-2.0,0,0
306,10018159,10032943,-6.0,-11.883541295306003,-49,118,-2.01,6.0,0,0
307,10039610,10032943,-7.0,-29.04040404040405,-76,-36,-4.53,-2.0,0,0
